message,tags,created_time,comment_attachment_type,comment_likes
What did they expect  they have played  around  with  the American  people  for months not days not weeks     we are the United  STATES  of  AMERICA  in  food lines  homeless    we are a laughing  stock   and    AS ALWAYS  THEY WILL BLAME PRESIDENT  TRUMP   WOW GET READY FOR THE FAKE  NEWS    WHAT A  JOKE   WE ARE AND CONGRESS  YOU DID IT ALL  NOT THE PRESIDENT,,2021-01-06T22:04:25+0000,,9.0
"Thank you for calling for peace. We appreciate you that you quickly, publicly said something. Wish other leaders would have done the same for the riots that lasted all year.",,2021-01-12T15:00:32+0000,,0.0
They are it is  the Dems saying that they are not being peaceful.  Why are they so threatened by patriots? When Blm And Antifia was burning crap down destroying everything they acted like they didn't see anything.  Yes we are law abiding citizens and we don't act like animals . But we are tired of the lying cheating and the fraud that is being committed in the house.  We are sick of having our taxes taken for other countries while our children of The USA goes hungry. It needs to stop. They will awaken the sleeping bear...,,2021-01-06T20:36:57+0000,,6.0
Respect law and order but there are 75 million of us that feel our representatives need reminders about whom they work for.  We allowed Antifa to reek havoc and BLM to terrorize Americans with no repercussions.  It’s time for us to voice OUR opinions.,,2021-01-06T23:42:22+0000,,8.0
"I’m a registered republican and voted as such all my life... including for you twice. However, how you have handled the election results and now the storming of the capital is baseless and flat out wrong, Shame on you for not condemning it and going immediately to the news media to stop it. This is not the way to refute the election results. We have a constitution. Shame on u and if the Republican Party does not come out and condemn this, I will definitely b changing my affiliation. The party will no longer stand for ideals I hold dear. Comprimise, respect and love... every time.",,2021-01-07T00:21:36+0000,,3.0
"You took an oath to protect your country from all enemies, foreign and domestic, you call these domestic terrorists your friends and that you are proud of them, this, pluss the fact you sit with the nuclear codes makes you the worlds  most dangerous terrorist leader. You have radicalized 73 million people with your lies and conspiracies, you have destroyed your country, congratulations!",,2021-01-07T13:38:34+0000,,6.0
I am so happy with how many people showed up. But shooting this is not the Republican Party! This is a setup! They are trying to get rid of evidence!,,2021-01-06T20:22:35+0000,,6.0
"Well....personally I'm getting tired of being peaceful and law abiding...and all while allowing them to run over us as though we don't matter....makes it look like we are just sitting ducks in a pond waiting to be taken out....I like the image of where they find out them sitting ducks was just decoys and that those taking out the decoys are about to get taken out from behind...I just I'm just tired of all talk and no action. I truly think we have been nice long enough.... So in this, I do feel Trump is wrong about this. Ughhh ",,2021-01-07T00:56:31+0000,,5.0
"Something has to be done!!! Voting honesty didn’t work, so it’s an eye for an eye now",,2021-01-06T21:16:07+0000,,8.0
The National Guard called in What happened when Manhattan and other cities were being destroyed NO NATIONAL GUARD ... when all the protesting and rioting was going on everyone tied the Presidents hands not to call them ...,,2021-01-06T21:17:22+0000,,4.0
Law and order you say Mr.  President!  Law and order is being stripped by evil corruption!  Law and order turned the blind eye on this election!  As if there will ever be another fair election!  God almighty will let us know when it’s time to bring the real fight!,,2021-01-06T20:22:25+0000,,3.0
U know this is why this happen blame trump for everything people r sick of it . It’s sad and shows weakness of America he is r President and he was cheated I am not saying it was ok for them people to damage the capital and to hurt people but not surprised at all thought it would happen sooner   ,,2021-01-06T23:25:13+0000,,5.0
"We have been pressed Mr. President. We can only be remain peaceful for so long. We will continue to fight for you and the future of America. But we can't promise peace when hell is rising upon on us. We will be forced to exercise our right to bare, and bare arms we shall, until peace is restored again God willing. Thank you for all that you have done. You gave us hope and have fulfilled more than your duty to this country while you had the time to. We appreciate that more than you know and won't ever forget how much you truly care for America. God Bless you and your family.✝️🇺🇲❤🤍💙🙏🏼",,2021-01-08T03:50:27+0000,,2.0
We the people want election fraud examined. We will not be silenced!  ❤🇺🇸🇺🇸🇺🇸,,2021-01-06T20:55:56+0000,,11.0
You are telling them to remain calm yet you incited them there before?Shame on you.,,2021-01-07T08:40:56+0000,,7.0
"Amen,thank you President Trump, the other antifa people posing as Trump  supporters causing  all the problems are the bad people, probably the ones that came from Portland.",,2021-01-06T21:33:28+0000,,9.0
Absolutely!!! And you did not hear this from Biden in 2020 did you??,,2021-01-06T20:24:42+0000,,6.0
Is anyone sure this isn't antifa pretending to be Trump supporters? This is out of character for Trump supporters. They don't usually cause problems. Seems more democrat planned to me!,,2021-01-06T20:23:26+0000,,10.0
"God bless you Sir, for standing up for His Law and holding your head up high when they tried to destroy you.  You did many great things for people and were made to look bad by evil doers!  God sees all and you will be blessed!  Stay strong and know Our Father in Heaven is in control!",,2021-01-09T03:54:39+0000,,2.0
"We Stand With You,President Trump,The enemy doesn’t like what God is doing thru You , the enemy is defeated in The Name of Almighty Jesus! Although it feels like You are in this alone, I Encourage You to Pray Yourself , Open Up that Bible and Listen to The Instructions of Almighty God! People will Betray You,some people are saying accept what is going on ( which is something You can not do if You Truly know You are God’s Chosen and Anointed Man for this time! There is a remnant standing with You and Lifting You Up In Prayer! My family supports You !!!",,2021-01-07T14:47:34+0000,,4.0
It wasn’t your people..... I have pictures,,2021-01-06T22:15:49+0000,,11.0
He is saying that now because he was told he needed to say that. He is actually the one who started it. Very sad,,2021-01-06T21:55:27+0000,,7.0
"Praying so hard today for you & our country. God is in control, and justice will prevail. God is with us and is for us. ",,2021-01-06T20:28:32+0000,,2.0
What about blm and antifa. When they was burning court houses yall called them patriots. The people are tired of this junk,,2021-01-06T20:25:43+0000,,7.0
What is happening today is a Protest we the people want fair and Constitutional elections.,,2021-01-07T03:33:53+0000,,4.0
"President Trump, we have been trying to tell everyone, this was coming...people have had it, there is no law in this country...and now they are taking our country back from the lawbreakers, the Democrat Socialist...my husband has tried to tell everyone, the senators, the representatives the Supreme Court and even you, if this election is not done over and right people will rebel...and they have and I have to say, I am proud of each and every one of them...law and order will only come after the civil war!  And every hair harmed, any kind of violence is on the heads of the socialist democrats and the cowardly republicans.",,2021-01-06T20:40:47+0000,,14.0
This is disgraceful. You have brought shame to our country.  Time to resign.  I want the 25th Amendment,,2021-01-07T17:41:43+0000,,5.0
"Let's redo  All this votingand go old school, That means everyone goes to the polls with a license or ID and vote again period,this world is crazy,so sad.",,2021-01-06T21:16:06+0000,,5.0
"Keep up the great work President Trump! It’s be very hard for you to clean up that swamp! It’s a dirty job , thanks for rolling up your sleeves! Americans are with you !!!",,2021-01-06T22:16:17+0000,,9.0
Antifa did say they dress as Trump supporters. It need to be investigated as to who the first ones to Breach the grounds. ,,2021-01-06T21:31:53+0000,,7.0
Donald Duck Trump you will go down as the absolute worst president that any country has ever seen. May your days in federal prison be the solution to all your families crimes.,,2021-01-06T21:06:11+0000,,5.0
"I am blown away that protests, riots and looting are completely acceptable by blm and antifa, but not by Republican voters who feel that the election was rigged... ""We the people..."" no longer means a fucking thing!",,2021-01-07T00:25:29+0000,,3.0
"Greetings from Germany! Patriots are peaceful. Those who act with violence are wolves in sheepskin. We see what happens.  It's a huge scam, as is the election. You are and will be the POTUS. God bless and protect you and your family and everyone who stands for peace and freedom",,2021-01-07T10:33:48+0000,,2.0
It’s the people’s house. They work for us in our house ,,2021-01-06T20:59:46+0000,,6.0
Add Pence to that list. He put a nail in the coffin today of the greatest reign of freedom known to modern times.,,2021-01-06T22:10:37+0000,,4.0
Get on TV use the emergency broadcast system and keep condemning these terroristic actions towards our nations capital and stop this embarrassment to our nation and the republican party NOW!!!,,2021-01-06T20:50:47+0000,,5.0
"We survived 8 years of Obama. We will survive this reign of terror as well. We can do hard things. I’m keeping the faith. Regardless of who’s in the White House, God is commander and ruler, not anyone else.  Thank you President Trump, for everything. Your support for the American people is truly heroic. ",,2021-01-06T20:34:49+0000,,3.0
I respect and support you Mr. President. Praying we can find a way to resolve these allegations and clear up any doubt in our election.,,2021-01-06T21:20:15+0000,,3.0
These are NOT all Trump supporters.  Trump supporters do NOT wear gas masks & helmets!!!,,2021-01-06T20:41:10+0000,,4.0
I think it's the BLM and Antifa the police escorted in those busses. I think they infiltrated as they usually do to create a negative view. To know if this is so find out how they are registered to vote.,,2021-01-07T00:44:17+0000,,6.0
We have been patient and this is what happens when nobody listened.,,2021-01-07T02:05:39+0000,,4.0
Time to for you to invest heavily in media. We won’t be getting any real news otherwise. ,,2021-01-06T23:57:48+0000,,7.0
"We want to remain peaceful!! But how many times can we be kicked in the teeth before we kick back?? This isn’t just a disagreement, we’ve lost our country! ",,2021-01-07T04:15:47+0000,,3.0
Trump antifia was there today too 🥺😭 dressed up as your supoorter ...it's not us but we are ready for war cause we won't let them control us and chip is or make us take shots ...china will take us over if Biden wins I'm afraid he will then that's when hell will break loose ..God bless you trump and I love you please 🥺 don't ever leave us no matter what,,2021-01-06T21:47:56+0000,,7.0
"The violence shown today is a result of YOUR actions and words, and as such you should be prosecuted !",,2021-01-07T04:12:10+0000,,5.0
"All of who voted for Biden and the Democratic Party for the senate , don’t come crying when China and communism takes over our country ",,2021-01-07T06:40:52+0000,,5.0
Ami bashay e achi. Lagle call dien boro bhai. Airtel number e. GP use kori na 4 years. ,,2021-01-06T20:18:59+0000,,0.0
"Democrats are apparently horrified. They have a very short memory. They were burning down our cities and killing people in our streets a few months ago. They were chanting and ""protesting"" without masks on. Now they're aghast. Give me a break. Storm the Bastille!!!",,2021-01-06T21:40:48+0000,,3.0
"We stand with you, President Trump.  We are praying and believing that God has a great and glorious plan for this  nation. Stand strong. Trust God. You are loved.",,2021-01-06T21:46:05+0000,,2.0
"President Trump, why can't you stop Biden, he can't be put next president, you were meant for this title! Please help us! I have 3 grandchildren and one due any day now! They will have NO future of you don't continue being our president! They are all and have been for 4 yrs doing you wrong, our hearts and prayers are with you! Please, please don't step down! Continue what you started and fight! Invoke martial law and somehow get your position back! We, all in our country will suffer and be destroyed if you don't stay in control! God bless",,2021-01-11T04:52:12+0000,,0.0
"We have never before seen anything like the steal they have forced down our throats. The American people are NOT going to allow this to happen. It tells us to ""Throw off such Government"" in the Constitution!!! they are doing what the founding fathers told them to do.",,2021-01-06T20:42:13+0000,,2.0
"For all you people leaving threats and very negative comments against Trump, I have been reporting it to fb as harassment! 🛑 STOP",,2021-01-10T00:47:58+0000,,1.0
We know the thugs who climbed the Capitol walls and broke windows were not the peaceful supporters of President Trump rallies!!  It was obvious!,,2021-01-08T02:34:20+0000,,2.0
"THESE PEOPLE ARE ANTIFA AND BLM POSING AS TRUMP SUPPORTERS!!!  This was planned, and they were granted accesss from within.  These people in plain red hats were not your people President!!!  They masqueraded as one of us!!   I’m so sick of the left and the lengths they will go to to win.  God bless and protect you!!!",,2021-01-06T20:46:46+0000,,5.0
I am proud of these Americans who got off the couch to go there to protest. Sometimes wake up calls are necessary. This is just a taste of what could happen. We need less lying Media and strong leaders for Americans! ,,2021-01-06T21:08:29+0000,,5.0
"Today is a sad day in our history, when you have exhausted all means of getting to a second term, I pray that you will invite the President elect over and wish him well and load up for 2024. only after you have tried all path to the white house. To me You are the greatest President we ever had. Love you and Your Family. Wilber",,2021-01-07T03:39:54+0000,,3.0
"We are a Country that rules by law, NOT by men. Clearly you and your chaos belong somewhere else. I suggest you might be happier with Mr. Putin or Kim Jung Un.",,2021-01-07T12:31:10+0000,,5.0
"Millions of people, what do you expect?  No one cared when BLM or Soro's people were tearing apart business's.  I guess they've had enough of the charade.",,2021-01-06T20:25:50+0000,,11.0
"Thank you President, sorry that the blue are not protecting protesters from Antifa....we will pray for peace and the Lord to guide you and your service to our country!  God is good!",,2021-01-06T21:53:14+0000,,3.0
"If you really cared about you people you wouldn’t be starting RIOTS AT THE CAPITOL step away front hai you lost and you aren’t ever gonna be president again, you took the lives of people from that riot! ",,2021-01-10T06:32:02+0000,,6.0
Yesterday was a wonderful day Mr. President.  I met so many Patriots. Everyone was kind and respectful.  Now You need to get down to business.  Like right now. Do it already. The Patriots are waiting.,,2021-01-07T23:23:37+0000,,7.0
"Talk about Biden being a puppet president-look who the puppets are-YOU! The Giant Pimple on the Ass of America has finally come to a head-I hope ALL the poison is out and there will be no more Eruptions! You should be ashamed! Supporting this mans narcisistic mental illness!  None of you matter to him, except as a means to hold on to the presidency!  Some of those rioters were Antifa, but many of them were just Republicans all stirred up-and crazy doesn't need alot, to get them riled!! All it take for EVIL to grow is for good people to do NOTHING-!!!",,2021-01-07T13:43:35+0000,,4.0
"All the “so called” Patriots, are just another set up with actors paid to disrupt our Nations Capitol.🇺🇸 They got inside awfully easy Hmmm???😲",,2021-01-07T01:35:53+0000,,4.0
"To those that think this is a game. You will get what you asked for. Kamala will be President and Pelosi  Vice President. Its all in their plans. Prepare for China's lockdown and owning you. President Trump is the best President this country has EVER had but you will find that out the hard way. You, like the dems and rinos have sold your souls and lives to the devil himself.",,2021-01-07T14:14:11+0000,,4.0
"The patriots today did nothing wrong, the antifa thugs that mingled into the crowd caused the limited damage, they were easy to pick out...and caught on camera so they will be outed.",,2021-01-06T21:32:16+0000,,6.0
You are the party of hatred. No one is surprised this happened.  This is exactly what you and your people stand for.,,2021-01-07T18:18:10+0000,,6.0
"This isn't just about you Mr. President, though we love you.  This is about the people being tired of being lied to.  This is about the government having so much power through media and big tech that we cannot fight through the voting system.  I'm not there nor do I support destruction of property but the Capital Building belongs to We The People and we are pissed off.  We cannot lie down and take it while our rights are stripped away from us.  This is about our countries future, our childrens, and grandchildrens future.  Not sure where we go from here.  I just pray everyone a safe return to their families.  God Bless.",,2021-01-06T21:41:14+0000,,4.0
The media won’t say or show anything positive about today- and they certainly won’t accept the blame for the result of their actions the past year.  ,,2021-01-06T20:42:20+0000,,5.0
"God Bless you all, I don’t know any of you, I Iove u all! I will back trump at all cost... ITs Time... These dems don’t want to see The 74 million assemble and organize well make those riots a few months ago look like preschool recess... We the People are DONE being taken advantage of...  Purge is Coming...",,2021-01-06T20:47:27+0000,,4.0
"EVERYTHING that has happened these past 4 years has been Democratic fueled.  They started it all, protesting Trump winning The President Trump.  So you deserve what you get!",,2021-01-07T14:00:36+0000,,4.0
Hope we weren’t set up today... right after this happen Dems are again asking for President Trump to leave ASAP 😡.  The Dems have done all kinds of damage to this country and their leaders didn’t stop anything… But when it’s on the Republican side it’s a whole different story!,,2021-01-07T00:21:03+0000,,4.0
What a shame that our group didn’t remain peaceful . Now we as a whole will look bad to an entire nation. I retract this comment as several fellow trump supporters are correcting me . READ THIS https://www.facebook.com/bobbyhesley/videos/1800648426765488/,,2021-01-06T21:05:49+0000,,7.0
"So why didn't the Democrats say this when Antifa and BLM were storming all over; looting, rioting, vandalizing, harassing? We the people aren't going to take the b.s. anymore.",,2021-01-06T20:34:40+0000,,11.0
"We are better then rioters who do not obey the laws!!! They do more harm and damage!! We do not have to do this , to show Our Support For Our President and Country!! Peaceful!! Spread Love Kindness, Unite Has A Country Supporting Our President, WHO WON THE  Election!!",,2021-01-06T21:23:51+0000,,5.0
This uncle Donald is on you and you only. You have fired up the sheep of the nation. You did a few good things while in office Now shut the f... up and go away You are disrespecting our great country,,2021-01-07T01:28:16+0000,,5.0
THE REVOLUTION IS UPON US!!! AMERICANS ARE PISSED!! LOCKED AND LOADED!!,,2021-01-06T20:42:01+0000,,8.0
"odly, no fires, no looting, no bottles of frozen urine thrown at officers, And THIS is a National Horror? No i don't think so. I remember antifa and BLM doing that, and burning a church in DC though. But THAT was a ""mostly peaceful protest"" according to the media.",,2021-01-06T23:57:43+0000,,5.0
Trump has incited this behavior.  Trump and these supporters of Trump are anti-America.  Treason?  Sedition?  Criminal?  Stupidity?  Regardless they are trying to overthrow a valid election with prompting from and with a cadre of radicalized Republican leaders.,,2021-01-06T21:03:17+0000,,6.0
"Good move, Facebook and Twitter! I heard now that the restriction is indefinite! We don't need to hear any further lies and conspiracy theories! So proud of our Big Tech standing against evil!",,2021-01-07T16:35:49+0000,,5.0
"“What country before ever existed a century and half without a rebellion? And what country can preserve it’s liberties if their rulers are not warned from time to time that their people preserve the spirit of resistance? Let them take arms. The remedy is to set them right as to facts, pardon and pacify them. What signify a few lives lost in a century or two? The tree of liberty must be refreshed from time to time with the blood of patriots and tyrants. It is it’s natural manure.”  - Thomas Jefferson, November 13, 1787",,2021-01-06T21:23:51+0000,,5.0
"It’s amazing they never are so concerned when Antifa and Black Lives Matter.  Killing people , innocent children.  At night and no curfew I forced.  Amazing! ",,2021-01-06T20:37:12+0000,,8.0
You lied to these people. You incited them to the violence they committed. You have no honor and have proven you don't believe in the ideals of the USA. You will be remembered in history as the Anti-President. Eternal shame on you and your anti-American followers.,,2021-01-07T02:34:47+0000,,5.0
The worst President in the USA!!  He will go down in history just as that!!,,2021-01-07T14:49:09+0000,,2.0
"Trump supporters were just as shocked as the rest of us.  These are not Trump Supporters doing this invasion of the Whitehouse.   For those of you who are blaming President Trump, take a look at all the evidence of a stolen election.   There is not way in HELL that Biden beat President Trump.",,2021-01-07T00:19:47+0000,,5.0
Had an honest election happened and the people voted to protect our constitution did protect our constitution...this wouldn't be happening.,,2021-01-06T21:01:25+0000,,5.0
President Trump there are many of us who pray for you and are so grateful for the fight you have! Thank you for all you’ve done for us! May God bless you and keep you safe!,,2021-01-07T05:18:12+0000,,6.0
"President Trump, thank you for standing up against the vile corruption. It’s powered by evil satanic forces. Seek the Lord of Heaven’s Armies. Only He has power to make the evil ones bow in terror. Praying for you and your family. ",,2021-01-07T19:50:27+0000,,3.0
It's interesting to hear these biden people....tell us how unpatriotic us trump supporters are...and we are traitors....thats funny that is exactly how we feel about fraudulent elections on the left....all that had to happen was a commission set up to investigate the election...so people on both sides could feel confident about our elections....but our corrupt government will not do it...and there is only one reason why in my mind....the senate and house are to blame for this happening today...they do not live in reality...,,2021-01-06T20:49:57+0000,,4.0
"So to be clear, the outgoing president of the US has just orchestrated a domestic terrorist attack on the US capital. ",,2021-01-06T20:25:00+0000,,5.0
You cannot destroy this country. You LOST the election and you need to be arrested for inciting violence and a coup. You are despicable.,,2021-01-07T16:34:19+0000,,3.0
"Mr. President I love how Fox News reports on it's your supporters that are out of control so you have to stop it. For months we've watched riots, burning down businesses, killing innocent people by the funded followers of the Democrats and they did nothing. Matter of fact they blamed you. Now that we are tired of all of the lying  and cheating it's all of your supporters fault. Frankly I am sick of all of it, it's time the media started reporting the 'real' news and not things made up by them so they can get high ratings.",,2021-01-06T21:30:41+0000,,4.0
Sorry so many people are against you no matter what happens you have been the peoples president and I hope you never stop fighting to get to the bottom of the swamp let them cats out of the bag ,,2021-01-07T03:07:18+0000,,2.0
We should have taken our country back along time ago!,,2021-01-06T22:33:18+0000,,4.0
I have told you as before You have destroyed America for four years...you will disappear it  #Biden can save America again.,#Biden,2021-01-06T20:42:04+0000,,9.0
"We are still behind you ,we know these people that stormed the Capital wasn't Trump people, they were from antifa and blm, You will always be my favorite President and the best president this country ever had stay strong and don't give up the fight our hearts and prayers are with you and your family God Bless. Trump 20/20.",,2021-01-08T21:35:37+0000,,1.0
"Boy That was forceful , How about admitting that you lost a well fought , fair , election and move on to a peaceful transition  ? ",,2021-01-07T00:30:00+0000,,3.0
"SEÑOR PRESIDENTE !! YOU HAVE TO MAKE YOUR OWN  POLITICAL  PARTY AND TAKE THE GOOD POLITICAL SENATOR FROM REPUBLICAN AND STAR WORKING TOGETHER..BECAUSE REPUBLICAN THE MAJORITY OF THEM THEY ARE CORRUPTOS .IM FEELING SAD FOR YOU  PRESIDENT AND FOR THE COUNTRY ,BECAUSE SO MINI OF THEM THEY DO'T KNOW  WHAT THE ARE  VOTING !!  TRUMP THE BEST PRESIDENTE EVER HAVE     U S.A 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸Mr Presidente ..Is Time to take Action !  Use the power you Have, SAVE AMERICA .AMERICA IS IN DANGER MORE THAN  NEVER !",,2021-01-07T04:19:05+0000,,3.0
"Anyone that supports this action is an Anarchist. Trump lost get over it. We are the laughing stock of the World.  I pray that you can live with this. Disorder, is not the answer.",,2021-01-06T21:07:58+0000,,5.0
Standing with you Mr. President and over 75 million Americans for a unified peaceful protest. Please check out the people who caused the unlawful protest they may not be President Trump supporters.,,2021-01-07T02:18:17+0000,,4.0
Should have thought about this before he encouraged the protestors  to come!,,2021-01-06T20:52:24+0000,,5.0
"So many are still fighting for you!! You are the strongest, bravest president i have seen. I cannot believe what it has come to. I cant believe what the media had done. I don’t know why they wouldn’t give you a chance. You have done so much for us and so many of us are grateful.  It wont be for years now, until others realize just how great you were. ",,2021-01-07T06:35:12+0000,,4.0
"The people are speaking. I am not sure how all the news stations with the letter C in them are going to silence this majority, switch to General Hospital re-runs from 1985? Maybe the Supreme Court shouldn't have been so scared to review the fraudulent election process due to what ANTIFA would have done. The Patriots are now just repeating their steps to The Old North Bridge when Gage sent the redcoats for the gunpowder. #WeThePeople. ",#WeThePeople,2021-01-06T20:51:44+0000,,6.0
"The police escorted Antifa in, I'm sure Pelosi had them standing by.  We need to let the blue states destroy themselves and let the red secede!!!!   Anyone that voted for the corrupt Democrats can move to a blue state.",,2021-01-07T01:21:09+0000,,5.0
You never heard any Liberal Leader say this when BLM& ANTIFA protested and burned down State and Federal buildings ,,2021-01-06T20:20:42+0000,,6.0
I don’t blame them. If it is your supporters. We are all disgusted and fed up. ,,2021-01-06T20:50:37+0000,,5.0
This does not compare with what Antifa  and the left side did.,,2021-01-06T21:19:18+0000,,7.0
Dear Mr. Donald J. Trump. Today was played the sinister theater AGAINST Your Excellency !! The entrance to the Capitol was directed in the same way as Mr. Biden's previously prepared speech! Only a lot of lack of intelligence does not notice this trick! God bless U S A and Romania !!!,Donald J. Trump,2021-01-06T22:50:03+0000,,5.0
Violence is never the answer! Let us not stoop to the level of democrats loitering and trashing cities! Mr. President you have done so much for us thank you for showing to be peaceful!,,2021-01-06T20:43:20+0000,,4.0
There is no proof the election was rigged. If you are a Democrat or a Republican this is totally wrong.,,2021-01-06T23:58:18+0000,,2.0
"Uh oh Donnie, one little inciting nazi rioters step too far and now you're banned from social media until you're just an Ayreshire golf club owner again. Until people died it was fun watching you lose the election again and again, now it's a national tragedy. You really can't wash this blood off your hands... Get your coat grandad your work here is finished. ",,2021-01-08T08:00:17+0000,,5.0
"It is more than shameful the lies and violence you have created. This sedition you encouraged at our capital is pathetic. Us Americans are so sick of you and your bullshit. Just go away, crybaby. ",,2021-01-06T22:14:35+0000,,4.0
I just discovered PARLER - ‘non-partisan public space’ for TRUMP SUPPORTERS!!! I AM MOVING FROM THIS CORRUPT AND PEDOPHILE RUN NETWORK!!! On PARLER I can display my real name and photos without fear!!! FB harvests our personal data to brainwash us with FAKE NEWS!!! ,,2021-01-09T12:50:05+0000,,1.0
You have fought harder than anyone in the last 100 years to restore this country to it's founding principles. It's disgusting to see what the globalists/corrupt media/leftist have done.,,2021-01-07T16:16:10+0000,,3.0
"Did we have peace all summer long when towns were being burned, stores being looted, people were being intimidated? Now the people rise up against all of it and the dems ask ""What is this about - this is a peaceful country"" - Only when the dems don't want to do anything about it is it okay for them to look the other way. But when the people ""rise up"" they cry ""OMG what has happened to our country""!! This has all been building for the last 4 yrs. and today it ended ~",,2021-01-07T00:19:08+0000,,6.0
So the left can riot and loot Washington and its a peaceful protest. But the right protests and its a insurrection. Now the Dems call for peace. What were they calling for when our cities were burning? Push back is coming.,,2021-01-06T22:43:42+0000,,2.0
You were going to go down in history as the best president we ever had that accomplish the most we know you’re not behind violence we love you President Trump and your beautiful first lady,,2021-01-07T17:49:33+0000,,4.0
"Oh, you're asking for peace ..  but not admitting you're the one that incited the violence? And you could have gone out with a shred of honor (at least for your supporters) by focusing on real problems the country is facing instead of promoting this baseless conspiracy of election fraud. You've shamed others in the past who said things against you that you couldn't stomach ... shame on you for the past 4 years of dividing this country, and not even sparing us the last 2 months because you don't have the balls to concede loss.",,2021-01-07T02:21:27+0000,,4.0
It is time to FIGHT BACK AGAINST THE DEMOCRATS!!! ,,2021-01-06T22:31:09+0000,,4.0
"I believe that the Democrats and their masters are behind the storming of the PEOPLE'S HOUSE , the media is contorting the truth of the instigators as being Patriots as being the culprits of rioting.  The evil of the puppet masters is full blown and in your face. Their masks have been ripped off and their pure hatred is naked for all to see.  We see their arrogance but let me remind everyone......satan thought he won as Jesus was dying on the cross......but God outplayed satan.  Be patient and  pray and WAIT.",,2021-01-07T01:24:58+0000,,3.0
These are paid protesters doing this garbage! Where were the news reporters condemning these kinds of acts when Antifa and BLM were burning businesses to the ground?,,2021-01-06T20:25:33+0000,,4.0
A line was drawn by corrupt politicians choose a side and yank them out by there feet.,,2021-01-06T20:18:32+0000,,5.0
We need to enact the convention of states and reform and ammend the constitution to restrict all three powers of our government.,,2021-01-06T21:34:03+0000,,5.0
Satan is alive and well...he having a field day with antifa and thugs that have taken over the Christians that were there having a peaceful protest..now it will go down that Trump and his supporters are trying to take over the country..sad..😥,,2021-01-07T02:39:23+0000,,3.0
"Didn’t something happen in history where the American people were sick and tired of the government failing them and cheating them, so they had to stand up and fight back themselves. Well I think we’re repeating history. 😬",,2021-01-06T20:52:04+0000,,3.0
We are peaceful and have been. The left is the ones bringing the violence. You know that.,,2021-01-06T22:46:31+0000,,5.0
"In my belief, Republicans  Supports the Law and our Constitutional Rights. This started as a peaceful  demonstration  and the violence  was started by those who do not defend the US Constitution or Law and Order and they infiltrated the Trump supporters  and violated the government  of the United States of America and our Capital  Building. I hope there will be a truthful and proper investigation.",,2021-01-07T01:47:35+0000,,4.0
"Way to little,way to late! You incited this and you should be held accountable! ",,2021-01-07T00:07:52+0000,,4.0
Democrats are the ones that are disgraceful And they are the ones lying to us. Trump is one of the best presidents ever. You Democrat’s treated like dirt from the beginning. We are tired of you Pelosi.,,2021-01-07T19:43:51+0000,,3.0
We as Americans Not (Republicans  or Democrats).. Need all to know we are tired of  how they are running our Country..  Please Congress take note and make changes accordingly. God bless an Prayers for the  USA ..🇺🇸 🙏,,2021-01-06T21:44:43+0000,,3.0
"You all need to take a Deep breath and understand the significance of a confederate flag being walked through the White House. So wrong on so many levels, and I don’t even live in your country. Wake up America this man is killing your democracy. ",,2021-01-08T11:40:31+0000,,4.0
We were peaceful! I’m sorry there are a few that made trouble. Loved seeing you speak today. Thank you for being an amazing Prez!,,2021-01-06T23:53:23+0000,,4.0
You are an AMAZING President and I hope you take them all down before Inauguration Day. Use your power and don't give up - we have not given up on you Mr. President!!,,2021-01-07T20:11:01+0000,,4.0
The chaos was caused by the left posing as trump supporters. Its all for show.,,2021-01-07T01:19:11+0000,,7.0
Trump supporters didn’t do this! This was an organized attack by domestic terrorist posing as Trump supporters. Terrorists they think they are smart because they can lead weak people into doing their bidding. Real Trump supporters are NOT WEAK! Prayers for President Trump and family and friends in Jesus name.🙏🏻🙏🏻🙏🏻❤️,,2021-01-07T23:31:56+0000,,4.0
"Former President Trump, I can't disrespect the office, but in 2 weeks I can certainly disrespect you then,...... eh, hopefully you'll be led out in braclets.",,2021-01-07T04:39:11+0000,,4.0
"President Trump will not be attending the inauguration He reported.   To be honest, I won't be watching fake inauguration. I am turning off everything that day.  I just can accept the Freud election, knowing the truth about who should' rightfully won this election. I can't respect a leader who won by cheating and stealing the election.  75million people perhaps won't be watching this inauguration.  And I don't blame them.  ",,2021-01-09T02:36:26+0000,,1.0
Were the founding fathers peaceful during the American Revolution?  Asking for a friend.,,2021-01-06T22:11:55+0000,,6.0
"While I do not condone today’s actions, I can completely see why it took place. Months of “peaceful” protests, kids killed in the cross fire ,buildings burned down, cops killed execution style, etc. and nothing is done. 4 years of falsely derived information to take down The president, costing millions of tax payers dollars and no one is held accountable. The list goes on and no one is held accountable. People tire of a continuous one sided situation. What’s good for the goose is good for gander. We must ALL play by the rules.",,2021-01-07T00:53:56+0000,,3.0
Where were you people when the places were being burned down businesses rioting stealing all the violence????? oh that’s all different right!!!!!,,2021-01-07T00:00:56+0000,,5.0
President George Washington pardoned those who took part in the whiskey rebellion I think the people that will be arrested should be pardoned in like manner. When you constantly call people deplorables over tax them and take away their livelihoods and Free speech how do you expect people to react?,,2021-01-08T19:25:57+0000,,5.0
